Index,CardNo,Sex,Major,AccessCardNo
3820,183820,男,18首饰设计,16922197
3821,183821,男,18首饰设计,20103909
3822,183822,男,18首饰设计,22224325
3823,183823,男,18首饰设计,17653285
3824,183824,男,18首饰设计,17302901
3825,183825,男,18首饰设计,805574
3826,183826,男,18首饰设计,301734
3827,183827,男,18首饰设计,426854
3828,183828,男,18首饰设计,915718
3829,183829,男,18首饰设计,307958
3830,183830,男,18首饰设计,17934245
3831,183831,男,18首饰设计,17724117
3832,183832,男,18首饰设计,1323014
3833,183833,男,18首饰设计,1038278
3834,183834,男,18首饰设计,1412934
3835,183835,女,18首饰设计,1241558
3836,183836,女,18首饰设计,227158
3837,183837,女,18首饰设计,641814
3838,183838,女,18首饰设计,518070
3839,183839,女,18首饰设计,1232006
3840,183840,女,18首饰设计,1400854
3841,183841,女,18首饰设计,1331654
3842,183842,女,18首饰设计,20206053
3843,183843,女,18首饰设计,17363797
3844,183844,女,18首饰设计,17258213
3845,183845,女,18首饰设计,956214
3846,183846,女,18首饰设计,747590
3847,183847,女,18首饰设计,845542
3848,183848,女,18首饰设计,719702
3849,183849,女,18首饰设计,333478
3850,183850,女,18首饰设计,631382
3851,183851,女,18首饰设计,952118
3852,183852,女,18首饰设计,1326054
3853,183853,女,18首饰设计,344934
3854,183854,女,18首饰设计,605558
3855,183855,女,18首饰设计,17345797
3856,183856,女,18首饰设计,17542869
3857,183857,女,18首饰设计,342822
3858,183858,女,18首饰设计,335942
3859,183859,女,18首饰设计,1306806
3860,183860,女,18首饰设计,862134
3861,183861,女,18首饰设计,19857141
3862,183862,女,18首饰设计,17220789
3863,183863,女,18首饰设计,1339334
3864,183864,女,18首饰设计,1141030
3865,183865,女,18首饰设计,1147414
3866,183866,女,18首饰设计,1205558
3867,183867,女,18首饰设计,815110
3868,183868,女,18首饰设计,556166
3869,183869,女,18首饰设计,17515093
3870,183870,女,18首饰设计,16621845
3871,183871,女,18首饰设计,17235029
3872,183872,女,18首饰设计,16652725
3873,183873,女,18首饰设计,17626597
3874,183874,女,18首饰设计,17954741
3875,183875,女,18首饰设计,17049973
3876,183876,女,18首饰设计,16648613
3877,183877,女,18首饰设计,17103317
3878,183878,女,18首饰设计,17433205
3879,183879,女,18首饰设计,17655477
3880,183880,女,18首饰设计,17404309
3881,183881,女,18首饰设计,17014805
3882,183882,女,18首饰设计,17861925
3883,183883,女,18首饰设计,17821621
3884,183884,女,18首饰设计,17804165
3885,183885,男,18国际金融,17327749
3886,183886,男,18国际金融,16642469
3887,183887,男,18国际金融,17133525
3888,183888,男,18国际金融,17622005
3889,183889,男,18国际金融,16620693
3890,183890,男,18国际金融,16734405
3891,183891,男,18国际金融,17152037
3892,183892,男,18国际金融,409894
3893,183893,女,18国际金融,1105254
3894,183894,女,18国际金融,17527493
3895,183895,女,18国际金融,17334725
3896,183896,女,18国际金融,16937813
3897,183897,女,18国际金融,17838629
3898,183898,女,18国际金融,16860677
3899,183899,女,18国际金融,17201381
3900,183900,女,18国际金融,17642469
3901,183901,女,18国际金融,17502581
3902,183902,女,18国际金融,1009926
3903,183903,女,18国际金融,16762725
3904,183904,女,18国际金融,16919173
3905,183905,女,18国际金融,1262758
3906,183906,女,18国际金融,751318
3907,183907,女,18国际金融,17138581
3908,183908,女,18国际金融,17656133
3909,183909,女,18国际金融,657862
3910,183910,女,18国际金融,17841381
3911,183911,男,18会计,17439893
3912,183912,男,18会计,17461221
3913,183913,男,18会计,858918
3914,183914,女,18会计,1258870
3915,183915,女,18会计,128630
3916,183916,女,18会计,17061701
3917,183917,女,18会计,902470
3918,183918,女,18会计,256550
3919,183919,女,18会计,822790
3920,183920,女,18会计,1051014
3921,183921,女,18会计,17557237
3922,183922,女,18会计,17833957
3923,183923,女,18会计,1050230
3924,183924,女,18会计,846774
3925,183925,女,18会计,16759525
3926,183926,女,18会计,115782
3927,183927,女,18会计,17651573
3928,183928,女,18会计,17824869
3929,183929,女,18会计,16663877
3930,183930,女,18会计,720710
3931,183931,女,18会计,443862
3932,183932,女,18会计,1001190
3933,183933,女,18会计,923030
3934,183934,女,18会计,728966
3935,183935,女,18会计,16633237
3936,183936,男,18金融管理,1013062
3937,183937,男,18金融管理,1408934
3938,183938,男,18金融管理,17222101
3939,183939,男,18金融管理,17759541
3940,183940,男,18金融管理,17463989
3941,183941,男,18金融管理,12534837
3942,183942,男,18金融管理,16645893
3943,183943,男,18金融管理,719622
3944,183944,男,18金融管理,455798
3945,183945,女,18金融管理,134182
3946,183946,女,18金融管理,17463813
3947,183947,女,18金融管理,945510
3948,183948,女,18金融管理,260438
3949,183949,女,18金融管理,6226837
3950,183950,女,18金融管理,661494
3951,183951,女,18金融管理,11515620
3952,183952,女,18金融管理,144182
3953,183953,女,18金融管理,504086
3954,183954,女,18金融管理,1428326
3955,183955,女,18金融管理,1420694
3956,183956,女,18金融管理,17243557
3957,183957,女,18金融管理,16728309
3958,183958,女,18金融管理,20920725
3959,183959,女,18金融管理,21429493
3960,183960,女,18金融管理,24027366
3961,183961,女,18金融管理,17126229
3962,183962,女,18金融管理,1252006
3963,183963,女,18金融管理,519702
3964,183964,女,18金融管理,227702
3965,183965,女,18金融管理,654806
3966,183966,女,18金融管理,163478
3967,183967,女,18金融管理,936934
3968,183968,男,18审计,1037334
3969,183969,男,18审计,219974
3970,183970,男,18审计,321174
3971,183971,男,18审计,1118454
3972,183972,男,18审计,17952613
3973,183973,男,18审计,306102
3974,183974,男,18审计,1338870
3975,183975,男,18审计,1055014
3976,183976,男,18审计,1153478
3977,183977,男,18审计,1144790
3978,183978,男,18审计,912950
3979,183979,女,18审计,1152166
3980,183980,女,18审计,12113876
3981,183981,男,18工商企管,906230
3982,183982,男,18工商企管,432630
3983,183983,男,18工商企管,1359398
3984,183984,男,18工商企管,707654
3985,183985,男,18工商企管,1116566
3986,183986,男,18工商企管,16946245
3987,183987,男,18工商企管,16625461
3988,183988,男,18工商企管,16804357
3989,183989,女,18工商企管,16650917
3990,183990,女,18工商企管,15845350
3991,183991,女,18工商企管,17604021
3992,183992,女,18工商企管,17220821
3993,183993,女,18工商企管,17263013
3994,183994,女,18工商企管,16860373
3995,183995,女,18工商企管,17304389
3996,183996,女,18工商企管,16938853
3997,183997,女,18工商企管,22009269
3998,183998,女,18工商企管,17509221
3999,183999,女,18工商企管,17461541
4000,184000,女,18工商企管,17051285
4001,184001,男,18连锁经营,344982
4002,184002,男,18连锁经营,256310
4003,184003,男,18连锁经营,1153190
4004,184004,男,18连锁经营,16743909
4005,184005,男,18连锁经营,226038
4006,184006,男,18连锁经营,16727717
4007,184007,男,18连锁经营,17923829
4008,184008,男,18连锁经营,17803493
4009,184009,女,18连锁经营,17704069
4010,184010,女,18连锁经营,16907013
4011,184011,女,18连锁经营,1326326
4012,184012,女,18连锁经营,513574
4013,184013,女,18连锁经营,241078
4014,184014,女,18连锁经营,1039222
4015,184015,女,18连锁经营,730278
4016,184016,女,18连锁经营,260502
4017,184017,女,18连锁经营,404550
4018,184018,女,18连锁经营,1430422
4019,184019,女,18连锁经营,1423350
4020,184020,女,18连锁经营,17813349
4021,184021,女,18连锁经营,1450294
4022,184022,女,18连锁经营,16758309
4023,184023,女,18连锁经营,16903013
4024,184024,女,18连锁经营,16940069
4025,184025,女,18连锁经营,16820581
4026,184026,女,18连锁经营,16914037
4027,184027,女,18连锁经营,16759461
4028,184028,女,18连锁经营,324358
4029,184029,女,18连锁经营,1044374
4030,184030,女,18连锁经营,11456916
4031,184031,女,18连锁经营,812198
4032,184032,女,18连锁经营,17024005
4033,184033,女,18连锁经营,16856341
4034,184034,女,18连锁经营,12218004
4035,184035,女,18连锁经营,17860101
4036,184036,女,18连锁经营,17308437
4037,184037,女,18连锁经营,261158
4038,184038,女,18连锁经营,16710341
4039,184039,女,18连锁经营,17006709
4040,184040,女,18连锁经营,17561109
4041,184041,女,18连锁经营,11501572
4042,184042,女,18连锁经营,17627189
4043,184043,女,18连锁经营,17436149
4044,184044,女,18连锁经营,16708069
4045,184045,男,18市场营销,265254
4046,184046,男,18市场营销,16862501
4047,184047,男,18市场营销,962454
4048,184048,男,18市场营销,952070
4049,184049,男,18市场营销,1021670
4050,184050,男,18市场营销,7808598
4051,184051,男,18市场营销,16760053
4052,184052,男,18市场营销,17117989
4053,184053,女,18市场营销,16913141
4054,184054,女,18市场营销,17252853
4055,184055,女,18市场营销,16859861
4056,184056,女,18市场营销,17458197
4057,184057,女,18市场营销,17846309
4058,184058,女,18市场营销,16734309
4059,184059,女,18市场营销,17762373
4060,184060,女,18市场营销,236806
4061,184061,女,18市场营销,741510
4062,184062,女,18市场营销,165158
4063,184063,男,18电气自动化,1133078
4064,184064,男,18电气自动化,1435078
4065,184065,男,18电气自动化,322310
4066,184066,男,18电气自动化,849702
4067,184067,男,18电气自动化,1319766
4068,184068,男,18电气自动化,414502
4069,184069,男,18电气自动化,16839541
4070,184070,男,18电气自动化,858438
4071,184071,男,18电气自动化,17605989
4072,184072,男,18电气自动化,17949205
4073,184073,男,18电气自动化,317606
4074,184074,男,18电气自动化,501734
4075,184075,男,18电气自动化,359030
4076,184076,男,18电气自动化,423622
4077,184077,男,18电气自动化,948550
4078,184078,男,18电气自动化,1029414
4079,184079,男,18电气自动化,157430
4080,184080,男,18电气自动化,1323238
4081,184081,男,18电气自动化,559046
4082,184082,女,18电气自动化,17733973
4083,184083,男,18工业机器人,17262901
4084,184084,男,18工业机器人,1020390
4085,184085,男,18工业机器人,16633861
4086,184086,男,18工业机器人,17343221
4087,184087,男,18工业机器人,17708197
4088,184088,男,18工业机器人,17026821
4089,184089,男,18工业机器人,17061445
4090,184090,男,18工业机器人,17710133
4091,184091,男,18工业机器人,7342438
4092,184092,男,18工业机器人,17627205
4093,184093,男,18工业机器人,16944213
4094,184094,男,18工业机器人,17821941
4095,184095,男,18工业机器人,17147829
4096,184096,男,18工业机器人,16726613
4097,184097,男,18工业机器人,17459269
4098,184098,男,18工业机器人,17005525
4099,184099,男,18工业机器人,17258037
4100,184100,男,18工业机器人,16764885
4101,184101,男,18工业机器人,17101765
4102,184102,女,18工业机器人,17550901
4103,184103,男,18汽车检测,19745749
4104,184104,男,18汽车检测,16806869
4105,184105,男,18汽车检测,16857301
4106,184106,男,18汽车检测,17303253
4107,184107,男,18汽车检测,819062
4108,184108,男,18工程造价,925366
4109,184109,男,18工程造价,805238
4110,184110,男,18工程造价,16959653
4111,184111,男,18工程造价,17609653
4112,184112,男,18工程造价,663254
4113,184113,男,18工程造价,526406
4114,184114,男,18工程造价,17301413
4115,184115,男,18工程造价,16735333
4116,184116,男,18工程造价,806230
4117,184117,男,18工程造价,17914149
4118,184118,男,18工程造价,17462021
4119,184119,男,18工程造价,240182
4120,184120,男,18工程造价,1243078
4121,184121,男,18工程造价,735302
4122,184122,男,18工程造价,458326
4123,184123,男,18工程造价,17323541
4124,184124,男,18工程造价,1003478
4125,184125,男,18工程造价,17523957
4126,184126,男,18工程造价,17811717
4127,184127,男,18工程造价,17164869
4128,184128,男,18工程造价,17132997
4129,184129,男,18工程造价,16622005
4130,184130,男,18工程造价,1417366
4131,184131,女,18工程造价,819686
4132,184132,女,18工程造价,17335077
4133,184133,女,18工程造价,17349141
4134,184134,女,18工程造价,17931525
4135,184135,女,18工程造价,17801237
4136,184136,女,18工程造价,1452774
4137,184137,女,18工程造价,806630
4138,184138,女,18工程造价,857958
4139,184139,女,18工程造价,1120934
4140,184140,女,18工程造价,17653317
4141,184141,女,18工程造价,16901621
4142,184142,女,18工程造价,17106069
4143,184143,女,18工程造价,17459157
4144,184144,女,18工程造价,12107220
4145,184145,女,18工程造价,600342
4146,184146,女,18工程造价,17130261
4147,184147,女,18工程造价,17906453
4148,184148,男,18社会工作,11417428
4149,184149,男,18社会工作,16856437
4150,184150,男,18社会工作,17943269
4151,184151,女,18社会工作,16745797
4152,184152,女,18社会工作,17413813
4153,184153,女,18社会工作,17244757
4154,184154,女,18社会工作,17108197
4155,184155,女,18社会工作,12123860
4156,184156,女,18社会工作,17803941
4157,184157,女,18社会工作,16860405
4158,184158,女,18社会工作,16839637
4159,184159,女,18社会工作,16640789
4160,184160,女,18社会工作,519798
4161,184161,男,18国际商务,319878
4162,184162,男,18国际商务,17634965
4163,184163,男,18国际商务,17444949
4164,184164,男,18国际商务,16916885
4165,184165,男,18国际商务,17640165
4166,184166,男,18国际商务,359574
4167,184167,男,18国际商务,950406
4168,184168,男,18国际商务,1051718
4169,184169,男,18国际商务,17041861
4170,184170,男,18国际商务,17045813
4171,184171,男,18国际商务,17243237
4172,184172,男,18国际商务,11502308
4173,184173,女,18国际商务,17760949
4174,184174,女,18国际商务,16832245
4175,184175,女,18国际商务,20844902
4176,184176,女,18国际商务,8232821
4177,184177,女,18国际商务,1100774
4178,184178,女,18国际商务,444982
4179,184179,女,18国际商务,622358
4180,184180,女,18国际商务,17624245
4181,184181,女,18国际商务,17102709
4182,184182,女,18国际商务,17630853
4183,184183,女,18国际商务,17715717
4184,184184,女,18国际商务,17957317
4185,184185,女,18国际商务,17707013
4186,184186,女,18国际商务,17638197
4187,184187,女,18国际商务,17061653
4188,184188,女,18国际商务,17727397
4189,184189,女,18国际商务,925734
4190,184190,女,18国际商务,17234997
4191,184191,女,18国际商务,17527541
4192,184192,女,18国际商务,17132773
4193,184193,女,18国际商务,17924597
4194,184194,女,18国际商务,17222597
4195,184195,女,18国际商务,18963173
4196,184196,男,18国贸实务,17739013
4197,184197,男,18国贸实务,17633461
4198,184198,男,18国贸实务,736998
4199,184199,男,18国贸实务,529814
4200,184200,男,18国贸实务,18846069
4201,184201,男,18国贸实务,10133830
4202,184202,男,18国贸实务,729670
4203,184203,女,18国贸实务,17305973
4204,184204,女,18国贸实务,11623300
4205,184205,女,18国贸实务,1255462
4206,184206,女,18国贸实务,11411044
4207,184207,女,18国贸实务,645366
4208,184208,女,18国贸实务,203750
4209,184209,女,18国贸实务,1115062
4210,184210,女,18国贸实务,530918
4211,184211,女,18国贸实务,16800917
4212,184212,女,18国贸实务,118022
4213,184213,女,18国贸实务,1107142
4214,184214,女,18国贸实务,17656213
4215,184215,女,18国贸实务,1135110
4216,184216,女,18国贸实务,16911317
4217,184217,女,18国贸实务,11410820
4218,184218,女,18国贸实务,16734149
4219,184219,女,18国贸实务,743302
4220,184220,女,18国贸实务,445046
4221,184221,女,18国贸实务,1237846
4222,184222,女,18国贸实务,439286
4223,184223,女,18国贸实务,17042101
4224,184224,女,18国贸实务,17253509
4225,184225,男,18商务日语,17446821
4226,184226,男,18商务日语,17511205
4227,184227,女,18商务日语,17404229
4228,184228,女,18商务日语,11625860
4229,184229,女,18商务日语,838598
4230,184230,女,18商务日语,248534
4231,184231,男,18商务英语,17556949
4232,184232,女,18商务英语,1114694
4233,184233,女,18商务英语,17261045
4234,184234,女,18商务英语,17008565
4235,184235,女,18商务英语,17248293
4236,184236,女,18商务英语,17460133
4237,184237,女,18商务英语,1328678
4238,184238,女,18商务英语,164646
4239,184239,女,18商务英语,17431685
4240,184240,女,18商务英语,17621141
4241,184241,女,18商务英语,17919205
4242,184242,女,18商务英语,1012630
4243,184243,女,18商务英语,1015430
4244,184244,女,18商务英语,238582
4245,184245,女,18商务英语,440246
4246,184246,女,18商务英语,1303206
4247,184247,女,18商务英语,1164486
4248,184248,女,18商务英语,423078
4249,184249,男,18计算机网络,16626181
4250,184250,男,18计算机网络,14415008
4251,184251,男,18计算机网络,1234806
4252,184252,男,18计算机网络,614886
4253,184253,男,18计算机网络,20739797
4254,184254,男,18计算机网络,733526
4255,184255,男,18计算机网络,660662
4256,184256,男,18计算机网络,532982
4257,184257,男,18计算机网络,341510
4258,184258,男,18计算机网络,17530565
4259,184259,男,18计算机网络,1442838
4260,184260,男,18计算机网络,812054
4261,184261,男,18计算机网络,620214
4262,184262,男,18计算机网络,137734
4263,184263,男,18计算机网络,828806
4264,184264,女,18计算机网络,1231478
4265,184265,女,18计算机网络,1014854
4266,184266,女,18计算机网络,1249702
4267,184267,女,18计算机网络,16940293
4268,184268,女,18计算机网络,17150213
4269,184269,男,18计算机应用,16864565
4270,184270,男,18计算机应用,17712725
4271,184271,男,18计算机应用,17832901
4272,184272,男,18计算机应用,607574
4273,184273,男,18计算机应用,516774
4274,184274,男,18计算机应用,1135734
4275,184275,男,18计算机应用,11457668
4276,184276,男,18计算机应用,1126982
4277,184277,男,18计算机应用,930166
4278,184278,男,18计算机应用,901830
4279,184279,男,18计算机应用,1137782
4280,184280,女,18计算机应用,1226438
4281,184281,女,18计算机应用,8444994
4282,184282,女,18计算机应用,23305586
4283,184283,女,18计算机应用,17401490
4284,184284,男,18嵌入式技术,5061440
4285,184285,男,18嵌入式技术,12346496
4286,184286,男,18嵌入式技术,5644192
4287,184287,男,18嵌入式技术,654688
4288,184288,男,18嵌入式技术,16212560
4289,184289,男,18嵌入式技术,13253760
4290,184290,女,18嵌入式技术,5747554
4291,184291,女,18嵌入式技术,17325282
4292,184292,女,18嵌入式技术,409888
4293,184293,女,18嵌入式技术,13647520
4294,184294,男,18软件技术,10637536
4295,184295,男,18软件技术,22419906
4296,184296,男,18软件技术,18649920
4297,184297,男,18软件技术,15826880
4298,184298,男,18软件技术,23811792
4299,184299,男,18软件技术,22412912
4300,184300,男,18软件技术,6725872
4301,184301,男,18软件技术,3011730
4302,184302,男,18软件技术,5363488
4303,184303,男,18软件技术,9245568
4304,184304,男,18软件技术,5730146
4305,184305,男,18软件技术,7134048
4306,184306,男,18软件技术,20820930
4307,184307,男,18软件技术,1835266
4308,184308,男,18软件技术,17609170
4309,184309,女,18软件技术,22132194
4310,184310,女,18软件技术,20916546
4311,184311,女,18软件技术,16244706
4312,184312,女,18软件技术,19416546
4313,184313,男,18宝玉石鉴定,12520898
4314,184314,男,18宝玉石鉴定,8522434
4315,184315,男,18宝玉石鉴定,11836002
4316,184316,男,18宝玉石鉴定,25434466
4317,184317,男,18宝玉石鉴定,8723714
4318,184318,男,18宝玉石鉴定,1606562
4319,184319,女,18宝玉石鉴定,13251362
4320,184320,女,18宝玉石鉴定,15126128
4321,184321,女,18宝玉石鉴定,5027792
4322,184322,女,18宝玉石鉴定,21345456
4323,184323,女,18宝玉石鉴定,6564112
4324,184324,女,18宝玉石鉴定,703728
4325,184325,女,18宝玉石鉴定,14504240
4326,184326,男,18工业工程,9562576
4327,184327,男,18工业工程,461056
4328,184328,男,18工业工程,5462848
4329,184329,男,18工业工程,11530096
4330,184330,男,18工业工程,616784
4331,184331,男,18工业工程,22303728
4332,184332,男,18工业工程,18952112
4333,184333,男,18工业工程,10936752
4334,184334,男,18工业工程,15915248
4335,184335,男,18工业工程,7457600
4336,184336,女,18工业工程,22261184
4337,184337,女,18工业工程,19051328
4338,184338,女,18工业工程,21915376
4339,184339,女,18工业工程,11513762
4340,164340,男,18审计,12750370
4341,164341,男,18宝玉石鉴定,427586
